,,,,,,
Task number,User name,Status,OPENDATE,OPENTIME,CLOSEDATE,CLOSETIME
54750,RIELAD,CLS,28/01/2021,14:41:57,31/01/2021,11:38:06
54749,RINURIT,CLS,28/01/2021,13:15:28,31/01/2021,9:11:59
54748,RIELAD,CLS,27/01/2021,18:12:20,28/01/2021,13:40:04
54747,RIELAD,CLS,27/01/2021,17:40:21,27/01/2021,18:11:40
54746,RINURIT,CLS,27/01/2021,15:02:41,28/01/2021,13:12:38
54745,RINURIT,CLS,27/01/2021,12:32:19,27/01/2021,15:02:34
54744,RISOFIS,CLS,27/01/2021,8:31:19,28/01/2021,15:05:54
54743,RIELAD,CLS,26/01/2021,22:31:02,27/01/2021,17:37:17
54742,RISOFIS,CLS,26/01/2021,16:12:51,27/01/2021,8:31:09
54741,RINURIT,CLS,26/01/2021,12:44:58,27/01/2021,12:29:23
54740,RINURIT,CLS,26/01/2021,12:26:17,26/01/2021,12:44:52
54739,RIELAD,CLS,25/01/2021,23:01:29,26/01/2021,22:30:58
54738,RIELAD,CLS,25/01/2021,21:53:01,25/01/2021,23:00:53
54737,RIELAD,CLS,25/01/2021,12:06:07,25/01/2021,21:52:42
54736,RIELAD,CLS,25/01/2021,10:46:56,25/01/2021,12:04:56
54735,RINURIT,CLS,25/01/2021,10:23:34,26/01/2021,12:23:24
54734,RINURIT,CLS,25/01/2021,9:16:31,25/01/2021,10:23:27
54733,RISOFIS,CLS,21/01/2021,14:45:57,26/01/2021,16:11:05
54732,RINURIT,CLS,21/01/2021,11:39:33,25/01/2021,9:15:01
54731,RINURIT,CLS,20/01/2021,13:53:45,21/01/2021,11:39:21
54730,RINURIT,CLS,20/01/2021,11:10:35,20/01/2021,13:53:33
54729,RINURIT,CLS,20/01/2021,9:11:51,20/01/2021,11:08:08
54728,RISOFIS,CLS,19/01/2021,14:26:00,21/01/2021,14:45:46
54727,RINURIT,CLS,19/01/2021,12:10:46,20/01/2021,9:11:40
54726,RISOFIS,CLS,18/01/2021,15:02:48,19/01/2021,14:25:20
54725,RIELAD,CLS,18/01/2021,14:15:19,25/01/2021,10:06:20
54724,RINURIT,CLS,18/01/2021,13:19:47,19/01/2021,11:59:00
54723,RISOFIS,CLS,18/01/2021,12:51:50,18/01/2021,15:02:44
54722,RISOFIS,CLS,18/01/2021,12:49:57,18/01/2021,12:51:45
54721,RINURIT,CLS,17/01/2021,15:15:21,18/01/2021,13:19:30
54720,RINURIT,CLS,17/01/2021,12:27:29,17/01/2021,14:58:36
54719,RINURIT,CLS,17/01/2021,10:12:28,17/01/2021,12:26:41
54718,RINURIT,CLS,14/01/2021,14:15:34,17/01/2021,10:11:52
54717,RISOFIS,CLS,14/01/2021,13:46:23,18/01/2021,12:49:50
54716,RINURIT,CLS,14/01/2021,10:05:47,14/01/2021,13:51:20
54715,RINURIT,CLS,13/01/2021,14:30:08,14/01/2021,10:05:30
54714,RINURIT,CLS,13/01/2021,12:43:01,13/01/2021,14:27:03
54713,RISOFIS,CLS,13/01/2021,10:00:51,14/01/2021,13:46:15
54712,RINURIT,CLS,12/01/2021,12:51:20,13/01/2021,12:42:41
54711,RIELAD,CLS,11/01/2021,17:14:20,18/01/2021,14:14:47
54710,RIELAD,CLS,11/01/2021,16:52:19,11/01/2021,17:13:23
54709,RISOFIS,CLS,10/01/2021,10:49:21,13/01/2021,10:00:46
54708,RIELAD,CLS,10/01/2021,10:34:03,11/01/2021,16:51:55
54707,RINURIT,CLS,07/01/2021,12:40:14,12/01/2021,12:49:00
54706,RISOFIS,CLS,07/01/2021,10:39:38,10/01/2021,10:49:00
54705,RIELAD,CLS,07/01/2021,10:30:21,10/01/2021,9:04:29
54704,RIELAD,CLS,06/01/2021,17:38:31,07/01/2021,10:30:15
54703,RINURIT,CLS,06/01/2021,15:39:32,07/01/2021,12:37:24
54702,RINURIT,CLS,06/01/2021,15:28:30,06/01/2021,15:28:00
54701,RINURIT,CLS,06/01/2021,15:16:31,06/01/2021,15:28:00
54700,RINURIT,CLS,06/01/2021,10:40:57,06/01/2021,15:10:46
54699,RINURIT,CLS,06/01/2021,9:27:06,06/01/2021,10:40:06
54698,RIELAD,CLS,05/01/2021,21:10:09,06/01/2021,17:38:00
54697,RISOFIS,CLS,05/01/2021,15:01:05,07/01/2021,10:39:31
54696,RINURIT,CLS,04/01/2021,14:45:38,06/01/2021,9:20:57
54695,RISOFIS,CLS,04/01/2021,14:04:05,05/01/2021,15:00:57
54694,RISOFIS,CLS,04/01/2021,11:50:41,04/01/2021,14:03:59
54693,RISOFIS,CLS,03/01/2021,15:38:05,04/01/2021,11:48:42
54692,RIELAD,CLS,03/01/2021,11:35:30,05/01/2021,21:08:10
54691,RINURIT,CLS,31/12/2020,11:53:35,04/01/2021,14:42:50
54690,RISOFIS,CLS,30/12/2020,15:52:20,03/01/2021,15:38:00
54689,RIELAD,CLS,30/12/2020,15:45:52,03/01/2021,11:33:12
54688,RIELAD,CLS,29/12/2020,15:08:34,30/12/2020,15:43:19
54687,RINURIT,CLS,29/12/2020,12:51:24,31/12/2020,11:38:41
54686,RIELAD,CLS,29/12/2020,12:41:12,29/12/2020,15:08:13
54685,RIELAD,CLS,29/12/2020,9:54:47,29/12/2020,12:40:42
54684,RISOFIS,CLS,28/12/2020,16:16:37,30/12/2020,15:47:45
54683,RINURIT,CLS,28/12/2020,10:07:21,29/12/2020,12:51:16
54682,RIELAD,CLS,27/12/2020,18:59:33,29/12/2020,9:54:00
54681,RIELAD,CLS,24/12/2020,15:48:14,27/12/2020,18:59:24
54680,RINURIT,CLS,23/12/2020,15:07:57,28/12/2020,10:05:45
54679,RISOFIS,CLS,23/12/2020,11:42:45,28/12/2020,16:16:27
54678,RINURIT,CLS,23/12/2020,10:06:36,23/12/2020,15:07:17
54677,RISOFIS,CLS,22/12/2020,12:41:36,23/12/2020,11:42:40
54676,RINURIT,CLS,22/12/2020,12:17:05,23/12/2020,10:00:05
54675,RIELAD,CLS,22/12/2020,11:51:03,24/12/2020,15:48:04
54674,RINURIT,CLS,22/12/2020,10:35:14,22/12/2020,12:12:01
54673,RIELAD,CLS,21/12/2020,21:38:26,22/12/2020,11:45:42
54672,RINURIT,CLS,21/12/2020,15:09:48,22/12/2020,10:34:40
54671,RINURIT,CLS,20/12/2020,11:32:09,21/12/2020,15:06:53
54670,RINURIT,CLS,20/12/2020,10:11:24,20/12/2020,11:32:01
54669,RINURIT,CLS,17/12/2020,15:22:39,20/12/2020,10:10:59
54668,RIELAD,CLS,16/12/2020,11:38:33,21/12/2020,13:33:34
54667,RINURIT,CLS,15/12/2020,13:51:25,17/12/2020,15:18:34
54666,RINURIT,CLS,14/12/2020,20:33:37,15/12/2020,13:50:55
54665,RINURIT,CLS,14/12/2020,13:05:16,14/12/2020,20:33:31
54664,RINURIT,CLS,14/12/2020,12:46:36,14/12/2020,13:04:34
54663,RINURIT,CLS,13/12/2020,15:07:09,14/12/2020,12:39:36
54662,RINURIT,CLS,10/12/2020,15:08:45,13/12/2020,15:05:26
54661,RINURIT,CLS,10/12/2020,13:07:16,10/12/2020,15:07:47
54660,RINURIT,CLS,10/12/2020,10:50:13,10/12/2020,12:56:01
54659,RIELAD,CLS,09/12/2020,15:41:59,16/12/2020,11:35:36
54658,RINURIT,CLS,09/12/2020,15:07:24,10/12/2020,10:43:26
54657,RINURIT,CLS,09/12/2020,14:55:10,09/12/2020,15:05:26
54656,RIELAD,CLS,08/12/2020,17:25:56,09/12/2020,15:41:06
54655,RIELAD,CLS,08/12/2020,16:36:01,08/12/2020,17:23:33
54654,RIELAD,CLS,08/12/2020,9:56:01,08/12/2020,16:35:46
54653,RISOFIS,CLS,08/12/2020,9:45:15,22/12/2020,12:41:30
54652,RIELAD,CLS,08/12/2020,9:40:45,08/12/2020,9:55:45
54651,RIELAD,CLS,07/12/2020,17:27:22,07/12/2020,20:34:49
54650,RIELAD,CLS,07/12/2020,16:53:32,07/12/2020,17:26:11
54649,RINURIT,CLS,07/12/2020,15:00:12,09/12/2020,14:55:00
54648,RIELAD,CLS,07/12/2020,13:01:45,07/12/2020,16:23:17
54647,RIELAD,CLS,07/12/2020,12:39:45,07/12/2020,12:54:32
54646,RINURIT,CLS,07/12/2020,9:41:59,07/12/2020,14:59:58
54645,RIELAD,CLS,06/12/2020,17:13:46,06/12/2020,18:39:54
54644,RISOFIS,CLS,06/12/2020,13:11:41,08/12/2020,9:41:23
54643,RIELAD,CLS,06/12/2020,13:02:06,06/12/2020,17:13:41
54642,RIELAD,CLS,03/12/2020,19:48:10,06/12/2020,12:56:21
54641,RIELAD,CLS,03/12/2020,18:08:25,03/12/2020,19:46:13
54640,RINURIT,CLS,03/12/2020,15:07:54,07/12/2020,9:41:28
54639,RISOFIS,CLS,03/12/2020,13:43:14,06/12/2020,13:11:28
54638,RISOFIS,CLS,03/12/2020,11:56:10,03/12/2020,13:42:49
54637,RINURIT,CLS,03/12/2020,8:38:28,03/12/2020,15:05:11
54636,RINURIT,CLS,02/12/2020,14:54:45,03/12/2020,8:37:33
54635,RINURIT,CLS,02/12/2020,12:04:51,02/12/2020,14:54:40
54634,RINURIT,CLS,02/12/2020,10:36:08,02/12/2020,12:00:44
54633,RINURIT,CLS,01/12/2020,13:19:28,02/12/2020,10:36:01
54632,RISOFIS,CLS,01/12/2020,13:06:56,03/12/2020,11:55:15
54631,RISOFIS,CLS,01/12/2020,10:41:38,01/12/2020,13:06:43
54630,RINURIT,CLS,01/12/2020,9:50:03,01/12/2020,13:16:44
54629,RIELAD,CLS,30/11/2020,18:14:29,03/12/2020,18:08:19
54628,RISOFIS,CLS,30/11/2020,16:10:03,01/12/2020,10:34:49
54627,RINURIT,CLS,30/11/2020,15:25:01,01/12/2020,9:44:22
54626,RISOFIS,CLS,30/11/2020,10:56:32,30/11/2020,16:09:59
54625,RILILACH,CLS,29/11/2020,13:42:02,18/03/2021,14:14:26
54624,RINURIT,CLS,25/11/2020,13:40:27,30/11/2020,15:20:49
54623,RINURIT,CLS,25/11/2020,13:28:25,25/11/2020,13:39:19
54622,RISOFIS,CLS,25/11/2020,10:57:32,30/11/2020,10:56:28
54621,RINURIT,CLS,24/11/2020,14:25:05,25/11/2020,13:27:35
54620,RINURIT,CLS,24/11/2020,9:47:22,24/11/2020,14:25:01
54619,RIELAD,CLS,22/11/2020,17:55:54,30/11/2020,15:51:45
54618,RIELAD,CLS,22/11/2020,17:12:11,22/11/2020,17:52:40
54617,RISOFIS,CLS,22/11/2020,14:25:12,25/11/2020,10:55:56
54616,RINURIT,CLS,22/11/2020,11:06:59,24/11/2020,9:45:44
54615,RINURIT,CLS,22/11/2020,9:59:37,22/11/2020,11:06:40
54614,RINURIT,CLS,19/11/2020,13:15:16,22/11/2020,9:59:15
54613,RISOFIS,CLS,19/11/2020,11:38:24,22/11/2020,14:25:08
54612,RISOFIS,CLS,18/11/2020,17:01:53,19/11/2020,11:38:20
54611,RINURIT,CLS,18/11/2020,12:52:42,19/11/2020,13:14:15
54610,RINURIT,CLS,17/11/2020,14:30:04,18/11/2020,12:52:26
54609,RINURIT,CLS,17/11/2020,13:29:09,17/11/2020,14:29:14
54608,RINURIT,CLS,17/11/2020,11:00:33,17/11/2020,13:25:21
54607,RIELAD,CLS,16/11/2020,11:06:02,22/11/2020,17:11:56
54606,RIELAD,CLS,15/11/2020,9:37:19,16/11/2020,11:03:21
54605,RIELAD,CLS,12/11/2020,1:37:09,12/11/2020,16:38:35
54604,RIELAD,CLS,11/11/2020,5:31:04,12/11/2020,1:35:35
54603,RINURIT,CLS,10/11/2020,13:57:12,17/11/2020,10:58:22
54602,RINURIT,CLS,10/11/2020,12:33:12,10/11/2020,13:36:41
54601,RINURIT,CLS,10/11/2020,9:27:33,10/11/2020,12:31:50
54600,RINURIT,CLS,09/11/2020,15:19:00,10/11/2020,9:26:30
54599,RINURIT,CLS,09/11/2020,11:18:01,09/11/2020,15:18:56
54598,RISOFIS,CLS,09/11/2020,10:23:32,18/11/2020,17:01:47
54597,RINURIT,CLS,09/11/2020,9:56:45,09/11/2020,11:17:28
54596,RIELAD,CLS,08/11/2020,20:05:58,10/11/2020,19:35:23
54595,RINURIT,CLS,08/11/2020,10:39:00,09/11/2020,9:52:25
54594,RISOFIS,CLS,05/11/2020,16:18:10,09/11/2020,10:22:55
54593,RINURIT,CLS,05/11/2020,14:54:08,08/11/2020,10:38:21
54592,RINURIT,CLS,05/11/2020,12:39:38,05/11/2020,14:53:07
54591,RIELAD,CLS,05/11/2020,9:53:52,08/11/2020,20:05:53
54590,RIELAD,CLS,04/11/2020,15:32:04,05/11/2020,9:49:30
54589,RIELAD,CLS,04/11/2020,11:25:59,04/11/2020,15:30:52
54588,RISOFIS,CLS,04/11/2020,10:39:00,05/11/2020,16:18:05
54587,RISOFIS,CLS,03/11/2020,14:46:35,04/11/2020,10:38:55
54586,RISOFIS,CLS,03/11/2020,13:57:34,03/11/2020,14:46:32
54585,RISOFIS,CLS,03/11/2020,10:59:04,03/11/2020,13:57:29
54584,RIELAD,CLS,02/11/2020,12:05:57,04/11/2020,11:25:51
54583,RISOFIS,CLS,02/11/2020,11:51:44,03/11/2020,10:58:59
54582,RIELAD,CLS,02/11/2020,8:52:18,02/11/2020,12:05:41
54581,RIELAD,CLS,29/10/2020,12:22:51,02/11/2020,8:52:14
54580,RINURIT,CLS,29/10/2020,10:47:55,05/11/2020,12:35:41
54579,RISOFIS,CLS,29/10/2020,9:12:54,02/11/2020,11:51:40
54578,RISOFIS,CLS,28/10/2020,15:03:58,29/10/2020,9:10:13
54577,RISOFIS,CLS,28/10/2020,13:26:30,28/10/2020,15:03:26
54576,RISOFIS,CLS,28/10/2020,11:54:34,28/10/2020,13:26:26
54575,RINURIT,CLS,27/10/2020,15:08:21,29/10/2020,10:47:40
54574,RISOFIS,CLS,27/10/2020,13:26:10,28/10/2020,11:54:28
54573,RINURIT,CLS,27/10/2020,9:29:59,27/10/2020,15:08:07
54572,RIELAD,CLS,27/10/2020,7:32:50,29/10/2020,12:22:46
54571,RIELAD,CLS,26/10/2020,16:36:08,26/10/2020,18:22:50
54570,RISOFIS,CLS,26/10/2020,14:38:01,27/10/2020,13:26:06
54569,RISOFIS,CLS,26/10/2020,11:36:39,26/10/2020,14:37:53
54568,RIELAD,CLS,25/10/2020,15:48:40,26/10/2020,16:35:47
54567,RINURIT,CLS,25/10/2020,8:45:35,27/10/2020,9:24:28
54566,RINURIT,CLS,22/10/2020,15:23:56,25/10/2020,8:45:27
54565,RINURIT,CLS,22/10/2020,13:33:26,22/10/2020,15:22:30
54563,RINURIT,CLS,22/10/2020,11:06:16,22/10/2020,13:32:59
54562,RINURIT,CLS,22/10/2020,10:18:57,22/10/2020,11:05:40
54561,RISOFIS,CLS,22/10/2020,10:09:33,26/10/2020,11:36:33
54560,RISOFIS,CLS,22/10/2020,8:50:19,22/10/2020,10:09:28
54559,RINURIT,CLS,22/10/2020,8:25:05,22/10/2020,10:18:42
54558,RISOFIS,CLS,21/10/2020,11:30:02,22/10/2020,8:49:38
54557,RIELAD,CLS,21/10/2020,9:57:51,25/10/2020,15:48:01
54556,RINURIT,CLS,20/10/2020,15:05:47,22/10/2020,8:24:25
54555,RINURIT,CLS,20/10/2020,12:59:46,20/10/2020,14:58:18
54554,RISOFIS,CLS,20/10/2020,12:43:38,21/10/2020,11:29:55
54553,RISOFIS,CLS,20/10/2020,11:39:41,20/10/2020,12:43:33
54552,RINURIT,CLS,19/10/2020,14:28:59,20/10/2020,12:59:31
54551,RINURIT,CLS,18/10/2020,15:05:57,19/10/2020,14:28:03
54550,RINURIT,CLS,18/10/2020,14:16:04,18/10/2020,15:05:50
54549,RISOFIS,CLS,18/10/2020,12:09:22,20/10/2020,11:39:34
54548,RINURIT,CLS,15/10/2020,15:25:24,18/10/2020,14:15:56
54547,RINURIT,CLS,15/10/2020,15:09:31,15/10/2020,15:24:30
54546,RIELAD,CLS,15/10/2020,14:19:01,21/10/2020,9:57:10
54545,RISOFIS,CLS,15/10/2020,13:20:00,18/10/2020,12:09:17
54544,RINURIT,CLS,15/10/2020,10:15:01,15/10/2020,15:06:16
54543,RISOFIS,CLS,14/10/2020,10:23:07,15/10/2020,13:18:31
54542,RIELAD,CLS,14/10/2020,0:02:58,15/10/2020,12:47:31
54541,RINURIT,CLS,13/10/2020,12:54:35,14/10/2020,10:47:42
54540,RINURIT,CLS,13/10/2020,12:06:38,13/10/2020,12:52:26
54539,RISOFIS,CLS,13/10/2020,11:35:18,14/10/2020,10:17:13
54538,RIELAD,CLS,13/10/2020,9:35:10,14/10/2020,0:02:29
54537,RIELAD,CLS,12/10/2020,17:28:34,13/10/2020,9:35:06
54536,RIELAD,CLS,12/10/2020,13:29:59,12/10/2020,17:26:55
54535,RINURIT,CLS,12/10/2020,8:21:09,13/10/2020,12:00:38
54534,RIELAD,CLS,11/10/2020,16:59:48,12/10/2020,13:29:23
54533,RIELAD,CLS,11/10/2020,16:31:43,11/10/2020,16:51:06
54532,RINURIT,CLS,11/10/2020,15:07:35,12/10/2020,8:14:53
54531,RISOFIS,CLS,11/10/2020,13:52:10,13/10/2020,11:34:24
54530,RINURIT,CLS,11/10/2020,13:09:43,11/10/2020,15:07:00
54529,RINURIT,CLS,11/10/2020,13:00:03,11/10/2020,13:08:56
54528,RIELAD,CLS,11/10/2020,11:54:36,11/10/2020,16:31:32
54527,RINURIT,CLS,08/10/2020,13:45:18,11/10/2020,12:59:54
54526,RIELAD,CLS,07/10/2020,15:48:23,11/10/2020,11:54:30
54525,RISOFIS,CLS,07/10/2020,15:36:00,11/10/2020,13:52:06
54524,RINURIT,CLS,07/10/2020,11:23:52,08/10/2020,13:44:02
54523,RISOFIS,CLS,06/10/2020,15:57:07,07/10/2020,15:35:47
54522,RINURIT,CLS,06/10/2020,15:03:42,07/10/2020,11:21:00
54521,RISOFIS,CLS,06/10/2020,14:42:07,06/10/2020,15:57:02
54520,RINURIT,CLS,05/10/2020,15:23:49,06/10/2020,15:02:48
54519,RINURIT,CLS,05/10/2020,13:16:56,05/10/2020,15:23:21
54518,RINURIT,CLS,04/10/2020,13:27:00,05/10/2020,13:16:31
54517,RIELAD,CLS,04/10/2020,12:23:08,07/10/2020,15:45:09
54516,RINURIT,CLS,04/10/2020,11:22:54,04/10/2020,13:24:32
54514,RINURIT,CLS,01/10/2020,14:24:51,04/10/2020,11:22:23
54513,RISOFIS,CLS,01/10/2020,13:15:57,06/10/2020,14:42:03
54512,RISOFIS,CLS,01/10/2020,12:05:41,01/10/2020,13:15:53
54511,RISOFIS,CLS,01/10/2020,11:16:09,01/10/2020,12:05:36
54510,RISOFIS,CLS,01/10/2020,8:59:54,01/10/2020,9:47:37
54509,RINURIT,CLS,30/09/2020,14:44:39,01/10/2020,14:24:12
54508,RISOFIS,CLS,30/09/2020,13:29:26,01/10/2020,8:59:30
54507,RINURIT,CLS,30/09/2020,10:30:52,30/09/2020,14:44:11
54506,RISOFIS,CLS,29/09/2020,16:07:15,30/09/2020,13:29:19
54505,RINURIT,CLS,29/09/2020,14:45:57,30/09/2020,10:30:37
54504,RINURIT,CLS,29/09/2020,12:40:29,29/09/2020,14:41:56
54503,RISOFIS,CLS,27/09/2020,10:00:55,29/09/2020,16:07:11
54502,RISOFIS,CLS,27/09/2020,8:44:15,27/09/2020,9:59:38
54501,RIELAD,CLS,24/09/2020,10:42:36,04/10/2020,12:18:03
54500,RINURIT,CLS,24/09/2020,9:18:02,29/09/2020,12:39:49
54499,RISOFIS,CLS,23/09/2020,14:38:44,27/09/2020,8:37:52
54498,RIELAD,CLS,23/09/2020,13:03:41,24/09/2020,10:05:48
54497,RISOFIS,CLS,23/09/2020,10:56:00,23/09/2020,14:38:34
54496,RINURIT,CLS,23/09/2020,9:25:46,24/09/2020,9:17:41
54495,RIELAD,CLS,22/09/2020,19:54:58,23/09/2020,12:34:36
54494,RISOFIS,CLS,22/09/2020,13:01:56,23/09/2020,9:29:18
54493,RINURIT,CLS,22/09/2020,11:04:34,23/09/2020,9:20:51
54490,RINURIT,CLS,21/09/2020,12:35:26,22/09/2020,11:04:13
54489,RISOFIS,CLS,21/09/2020,12:20:09,22/09/2020,13:01:50
54488,RISOFIS,CLS,21/09/2020,10:09:41,21/09/2020,12:19:53
54487,RINURIT,CLS,21/09/2020,9:18:29,21/09/2020,12:31:50
54486,RISOFIS,CLS,17/09/2020,14:45:53,21/09/2020,10:09:35
54485,RISOFIS,CLS,17/09/2020,11:19:49,17/09/2020,14:45:36
54484,RINURIT,CLS,16/09/2020,12:25:49,21/09/2020,9:10:58
54483,RIELAD,CLS,16/09/2020,10:26:34,22/09/2020,14:40:33
54482,RIELAD,CLS,15/09/2020,20:30:41,16/09/2020,10:25:52
54481,RINURIT,CLS,15/09/2020,14:32:47,16/09/2020,12:25:38
54480,RISOFIS,CLS,15/09/2020,14:25:37,17/09/2020,11:19:24
54479,RISOFIS,CLS,15/09/2020,12:14:55,15/09/2020,14:25:32
54478,RINURIT,CLS,15/09/2020,11:22:53,15/09/2020,14:32:36
54477,RINURIT,CLS,15/09/2020,11:00:35,15/09/2020,11:20:57
54476,RISOFIS,CLS,14/09/2020,15:47:51,15/09/2020,12:14:50
54475,RISOFIS,CLS,14/09/2020,14:24:32,14/09/2020,15:47:46
54474,RINURIT,CLS,14/09/2020,12:50:20,15/09/2020,11:00:07
54473,RISOFIS,CLS,14/09/2020,11:05:20,14/09/2020,14:24:25
54472,RISOFIS,CLS,14/09/2020,9:53:19,14/09/2020,11:03:51
54471,RIELAD,CLS,14/09/2020,8:55:07,15/09/2020,20:26:27
54470,RINURIT,CLS,13/09/2020,14:36:30,14/09/2020,12:42:58
54469,RINURIT,CLS,13/09/2020,12:03:22,13/09/2020,14:36:11
54468,RIELAD,CLS,13/09/2020,11:15:23,13/09/2020,18:30:04
54467,RIELAD,CLS,13/09/2020,9:27:38,13/09/2020,9:52:04
54466,RISOFIS,CLS,10/09/2020,17:10:26,14/09/2020,9:53:09
54465,RISOFIS,CLS,10/09/2020,16:56:20,10/09/2020,17:09:47
54464,RISOFIS,CLS,10/09/2020,15:00:03,10/09/2020,16:53:52
54463,RISOFIS,CLS,10/09/2020,14:32:36,10/09/2020,14:59:57
54462,RISOFIS,CLS,09/09/2020,16:33:34,10/09/2020,14:32:31
54461,RINURIT,CLS,09/09/2020,15:03:37,13/09/2020,11:49:47
54460,RIELAD,CLS,09/09/2020,14:32:13,10/09/2020,18:40:06
54459,RINURIT,CLS,09/09/2020,8:58:37,09/09/2020,15:03:15
54458,RINURIT,CLS,08/09/2020,11:28:31,09/09/2020,8:58:03
54457,RIELAD,CLS,08/09/2020,11:16:32,09/09/2020,14:32:00
54456,RINURIT,CLS,08/09/2020,9:05:36,08/09/2020,11:28:22
54455,RINURIT,CLS,07/09/2020,12:39:49,08/09/2020,9:03:04
54454,RISOFIS,CLS,07/09/2020,11:47:34,09/09/2020,16:33:26
54453,RISOFIS,CLS,07/09/2020,9:14:08,07/09/2020,11:47:18
54452,RINURIT,CLS,07/09/2020,8:48:48,07/09/2020,12:39:43
54451,RIELAD,CLS,06/09/2020,18:06:52,08/09/2020,11:15:27
54450,RISOFIS,CLS,06/09/2020,12:03:02,07/09/2020,9:13:35
54449,RINURIT,CLS,03/09/2020,15:36:07,07/09/2020,8:38:19
54448,RINURIT,CLS,03/09/2020,9:56:36,03/09/2020,15:35:40
54447,RINURIT,CLS,03/09/2020,8:57:56,03/09/2020,9:55:44
54446,RINURIT,CLS,03/09/2020,8:53:02,03/09/2020,8:57:27
54445,RINURIT,CLS,03/09/2020,8:14:30,03/09/2020,8:52:15
54444,RIELAD,CLS,02/09/2020,17:22:17,06/09/2020,18:05:37
54443,RISOFIS,CLS,02/09/2020,12:03:26,06/09/2020,12:02:53
54442,RINURIT,CLS,01/09/2020,12:35:09,03/09/2020,8:13:21
54441,RISOFIS,CLS,01/09/2020,12:17:55,02/09/2020,12:03:22
54440,RINURIT,CLS,31/08/2020,15:32:56,01/09/2020,12:35:04
54439,RINURIT,CLS,31/08/2020,15:28:10,31/08/2020,15:32:42
54438,RISOFIS,CLS,31/08/2020,14:28:50,01/09/2020,12:17:34
54437,RISOFIS,CLS,31/08/2020,11:22:53,31/08/2020,14:28:41
54436,RINURIT,CLS,30/08/2020,12:13:48,31/08/2020,15:28:00
54435,RINURIT,CLS,30/08/2020,11:48:13,30/08/2020,12:12:51
54434,RIELAD,CLS,30/08/2020,10:15:50,02/09/2020,17:21:28
54433,RIELAD,CLS,30/08/2020,9:04:10,30/08/2020,9:42:09
54432,RINURIT,CLS,27/08/2020,15:12:00,30/08/2020,11:46:39
54431,RISOFIS,CLS,27/08/2020,14:51:47,31/08/2020,11:22:39
54430,RISOFIS,CLS,27/08/2020,9:35:56,27/08/2020,14:51:04
54429,RINURIT,CLS,27/08/2020,8:56:07,27/08/2020,15:11:54
54428,RISOFIS,CLS,26/08/2020,16:48:57,27/08/2020,9:35:51
54426,RISOFIS,CLS,26/08/2020,15:32:57,26/08/2020,16:48:45
54425,RINURIT,CLS,26/08/2020,15:04:32,27/08/2020,8:55:05
54424,RILILACH,CLS,26/08/2020,12:37:07,23/11/2020,21:00:37
54423,RINURIT,CLS,26/08/2020,12:28:47,26/08/2020,15:03:01
54422,RINURIT,CLS,26/08/2020,11:13:31,26/08/2020,12:28:30
54421,RINURIT,CLS,26/08/2020,9:22:33,26/08/2020,11:13:20
54420,RINURIT,CLS,26/08/2020,8:14:38,26/08/2020,9:13:39
54419,RIELAD,CLS,25/08/2020,16:26:31,25/08/2020,19:53:50
54418,RINURIT,CLS,25/08/2020,13:23:50,26/08/2020,8:10:53
54417,RISOFIS,CLS,25/08/2020,13:16:04,26/08/2020,15:32:49
54416,RISOFIS,CLS,25/08/2020,13:09:51,25/08/2020,13:15:56
54415,RINURIT,CLS,25/08/2020,12:47:31,25/08/2020,13:23:36
54414,RISOFIS,CLS,24/08/2020,15:28:43,25/08/2020,13:09:48
54413,RINURIT,CLS,24/08/2020,15:08:33,25/08/2020,12:47:03
54412,RISOFIS,CLS,24/08/2020,15:01:02,24/08/2020,15:28:23
54411,RISOFIS,CLS,24/08/2020,11:44:49,24/08/2020,15:00:57
54410,RISOFIS,CLS,24/08/2020,10:10:03,24/08/2020,11:44:45
54409,RISOFIS,CLS,23/08/2020,14:45:49,24/08/2020,10:09:53
54408,RINURIT,CLS,23/08/2020,13:03:57,24/08/2020,15:07:51
54407,RINURIT,CLS,23/08/2020,12:02:38,23/08/2020,13:03:04
54406,RISOFIS,CLS,20/08/2020,15:26:27,23/08/2020,14:45:40
54405,RINURIT,CLS,20/08/2020,13:37:34,23/08/2020,12:02:30
54404,RINURIT,CLS,20/08/2020,13:01:16,20/08/2020,13:36:17
54403,RINURIT,CLS,20/08/2020,12:35:56,20/08/2020,12:46:28
54402,RISOFIS,CLS,20/08/2020,9:34:27,20/08/2020,15:26:18
54401,RISOFIS,CLS,18/08/2020,15:05:27,20/08/2020,9:34:23
54400,RISOFIS,CLS,17/08/2020,12:08:42,18/08/2020,15:05:23
54399,RINURIT,CLS,16/08/2020,15:18:46,20/08/2020,12:35:50
54398,RINURIT,CLS,16/08/2020,13:21:19,16/08/2020,15:18:39
54397,RIELAD,CLS,12/08/2020,16:14:35,25/08/2020,16:26:23
54396,RISOFIS,CLS,12/08/2020,15:47:32,17/08/2020,12:08:38
54395,RINURIT,CLS,11/08/2020,14:39:45,16/08/2020,13:17:38
54394,RINURIT,CLS,10/08/2020,9:42:49,11/08/2020,14:39:37
54393,RISOFIS,CLS,10/08/2020,9:24:54,12/08/2020,15:47:27
54392,RISOFIS,CLS,09/08/2020,17:07:58,10/08/2020,9:24:46
